reviewer_name,user_country,room_type,stay_duration_days,rating,review_text,review_date
Jawey,Malaysia,Vila 1 Kamar Tidur dengan Kolam Renang,Menginap 2 malam pada Maret 2024,"2,4","Jika memungkinkan, saya akan memberi 0 dari 5 bintang untuk vila ini. Ini adalah vila terburuk yang pernah saya tinggali dalam hidup saya. Bagi yang mencari akomodasi di Bali, mohon hindari vila ini. Saya hanya tidak mengerti mengapa mereka bisa melakukan hal seperti ini. Tidak profesional dan cara mereka berbicara kepada tamu juga sangat buruk. Faktanya, saya berencana tinggal di sana selama 2 malam tetapi saya hanya check-out setelah 1 malam. Bisa kalian bayangkan betapa buruknya pengalaman yang saya alami.

Berikut adalah hal-hal yang ingin saya soroti:-
1. Vila ini sangat, sangat jauh dari kota. Anda bahkan tidak bisa mendapatkan gojek atau grab di sini. Karena mereka melarang transportasi online ke daerah mereka. Memaksa tamu untuk menggunakan transportasi mereka, harga jauh lebih tinggi daripada aplikasi transportasi. Bisa dibayangkan harga di Gojek adalah RP 87k tetapi mereka memberi tahu kami jika kami menggunakan transportasi mereka biayanya akan RP 302k. Itu konyol.

2. Kolam Renang Pribadi sama sekali tidak bersih. Saya rasa mereka tidak mengelolanya dengan baik.

3. Ada banyak lalat di kamar

4. Layanan pelanggan di sini sangat, sangat buruk. Bahkan manajer tidak dapat menyelesaikan masalah kami. Terus-menerus minta maaf. Saya seperti bertanya minta maaf untuk apa? Kami hanya butuh solusi untuk diselesaikan. Apalagi ketika staf masuk ke kamar kami, mereka hanya memakai sepatu mereka dan berjalan masuk ke kamar kami. Itu tidak higienis!

5. Tidak ada restoran di sekitar vila mereka dan mereka hanya melayani sarapan dan makan malam dengan biaya tambahan.

Satu-satunya bagian terbaik yang bisa saya katakan adalah kamarnya besar. Itu adalah bagian terbaik. Selain itu, sangat buruk! Lebih baik tidak menghabiskan malam dengan mereka karena hanya akan mempengaruhi suasana perjalanan Anda.",N/A
Nofiyanto,Indonesia,Vila Dua Kamar Tidur dengan Kolam Renang,Menginap 3 malam pada Desember 2024,"7,6","Lokasinya ke villa cukup extreme jalurnya karena menanjak curam dan turunan ceramic,kemudian aksesnya juga sempit. Parkirannya sempit jika kondisi full. Kekecewaan saya,baru kali ini sewa villa dgn private pool, ditagih kelebihan jumlah orang sebesar 120rb per hari dgn reason penambahan air mineral dan handuk, dihari terakhir saya tidak dapat tambahan air mineral dan handuknya, harus diminta dulu, beda dgn beberapa villa private pool yg pernah saya sewa Di Bali,tidak pernah membebani biaya kelebihan orang kecuali utk breakfast.cukup sekali kesini",Diulas pada 12 Januari 2025
henny,Indonesia,Vila Dua Kamar Tidur dengan Kolam Renang,Menginap 2 malam pada April 2023,"6,4","Menunggu lama sampai villa siap. Staf ramah, helpfull, villa bagus,  hanya kurang terurus. Peralatan dalam villa seperti piring, cangkir, handuk, bathrobe, bathroom amenities, kurang memuaskan. Tidak ada sandal kamar.  Lokasi di jalan sempit dan gelap sehingga untuk keluar malam terasa kurang aman. Suasana dalam villa bagus 👍asal tidak ada tetangga villa yang brisik..",Diulas pada 04 Mei 2023
Enggar,Indonesia,Vila Tiga Kamar Tidur,Menginap 1 malam pada Juli 2023,"8,0","PRO :
👍 Villa bagus yang lokasinnya terpencil dengan pemandangan asri hijau hijau
🏊 Swimming pool private di 3 Bed Room cocok untuk bawa keluarga besar.
🫶 Tidak ada tangga di situ jadi cocok banget buat orang tua yang punya masalah lutut.
CONS:
🤳 Dapat harga 2,6 jutaan per malam dari tgl 23 ke 24 juli 2023, tp seperrinnya kamar belum siap untuk check in karena toothbrush kits dan sabun batang untuk cuxi tangam di westafel tidak ada di setiap kamar mandi.
🚿 Shoernnya di kamar utama bocor selangnnya.
🛁 Bath tubnnya tidak pernah penuh karena penutup ledengnnya rada lose. Dan juga air yang keluar di bath tub kurang kenceng.
SARAN:
🔨🪛 Tolong di maintain shower dna bath tubnnya agar ""worth the price"" karena agak susah mandikan bayi saya yang umurnnya 7 bulan. Munggu bathtub penuh serasa forever banget :(",Diulas pada 29 Juli 2023
Syarif,Indonesia,Vila 1 Kamar Tidur dengan Kolam Renang,Menginap 1 malam pada Desember 2023,"10,0","Villanya nyaman, hening, jauh dari keramaian...  Makanannya juga enak.",Diulas pada 05 Januari 2024
Ari,Indonesia,Vila Dua Kamar Tidur dengan Kolam Renang,Menginap 1 malam pada November 2024,"8,0","Very friendly staff, nice villa to stay, but few things need to repairs, will be back next time.",Diulas pada 08 November 2024
ellen,Indonesia,Vila 1 Kamar Tidur dengan Kolam Renang,Menginap 2 malam pada Januari 2025,"10,0","Found this hotel when we decide to go to Ubud, feeling peace here.",Diulas pada 24 Januari 2025
Ainun,Indonesia,Vila Dua Kamar Tidur dengan Kolam Renang,Menginap 2 malam pada Februari 2024,"8,0","So far vila bagus2 aja, hanya jauh klu kemana2, spot nongki sekitar gak ada, jdi emang cuma buat tidur dab renang aja disini.",Diulas pada 01 Mei 2024
Andre,Indonesia,Vila 1 Kamar Tidur dengan Kolam Renang,Menginap 1 malam pada Februari 2024,"5,6","Lokasi bagus banget 
Kamar yg saya dapat bernama villa tunjung dinding kolamnya itu beberapa ada yg udah mau lepas alias kropos
Air panas mati di jam 9 pagi 
Mesin kolam tidak hidup di pagi hari dan cuman hidup ketika check out tapi waktu check in hidup 
Mohon maaf tapi coba diperbaiki lagi sedikit mengecewakan terimakasih",Diulas pada 04 Februari 2024
anggie,Indonesia,Vila 1 Kamar Tidur dengan Kolam Renang,Menginap 2 malam pada Januari 2025,"6,4","i had a wonderful day stayed at this place.. so comfort, and this place was so quietly! will come to this place again when i visit bali next time",Diulas pada 16 Januari 2025
Yasna,Indonesia,Vila 1 Kamar Tidur dengan Kolam Renang,Menginap 1 malam pada Mei 2023,"8,0","Vilanya clean, makanan di restonya pun enak jadi walopun terbilang jauh dari pusat Ubud, bisa order makan di restonya.",Diulas pada 05 Mei 2023
Erly,Indonesia,Vila Dua Kamar Tidur dengan Kolam Renang,Menginap 3 malam pada Juli 2023,"6,8","Villa nyaman, lokasi jauh dari keramaian, breakfast tidak banyak pilihan",Diulas pada 15 September 2023
Wahyu,Indonesia,Vila Dua Kamar Tidur dengan Kolam Renang,Menginap 1 malam pada Desember 2022,"8,8","Villanya bagus dan bersih, hanya saja lokasinya agak terpencil dan jalannya gelap kalo malam",Diulas pada 06 Juli 2023
Ong,Indonesia,Vila 1 Kamar Tidur dengan Kolam Renang,Menginap 2 malam pada Juni 2025,"10,0",Good stay !!,Diulas pada 27 Juni 2025
Ahmad,Indonesia,Vila 1 Kamar Tidur dengan Kolam Renang,Menginap 1 malam pada Januari 2024,"10,0","Keren, bersih, tenang",Diulas pada 24 Januari 2024
Nova,Indonesia,Vila 1 Kamar Tidur dengan Kolam Renang,Menginap 1 malam pada Juli 2025,"10,0",Sangat rekomendasi 🤍🤍,Diulas pada 26 Juli 2025
Tito,Indonesia,Vila 1 Kamar Tidur dengan Kolam Renang,Menginap 2 malam pada Oktober 2024,"9,6",Recommended for Honey Moon👌,Diulas pada 11 Oktober 2024
Erick,Indonesia,Vila 1 Kamar Tidur dengan Kolam Renang,Menginap 1 malam pada Desember 2024,"9,2","kamar nya
tidak ada kulkas hydrayer 
sower chap",Diulas pada 24 Desember 2024
SRI,Indonesia,Vila Tiga Kamar Tidur,Menginap 2 malam pada Juli 2023,"6,0","Tempatnya jauh dari keramaian,fasilitas kurang lengkap,harga tidak sebanding dengan fasilitas yang didapat.Tidak ada sikat gigi dan pasta gigi",Diulas pada 06 Juli 2023
faishol,Indonesia,Kategori Kamar ditentukan saat Kedatangan,Menginap 1 malam pada Oktober 2022,"9,6",villa termasuk rekomendasi,Diulas pada 15 Agustus 2023
Agus,Indonesia,Vila 1 Kamar Tidur dengan Kolam Renang,Menginap 1 malam pada November 2023,"6,4",Ada cicak di dalam pool’a  pdhal sudah request  clean,Diulas pada 04 Maret 2024
David,Indonesia,Vila 1 Kamar Tidur dengan Kolam Renang,Menginap 1 malam pada Mei 2024,"3,2","Air kolam renang kotor, gelas hotel kotor, kulkas kotor, sofa berlubang dan kotor, wifi sangat lemot. Smart tv buffering terus sehingga tidak dapat nonton. Sarung bantal warnanya kuning dan bantal kotor",Diulas pada 26 Mei 2024
Pengky,Indonesia,Deluxe One Bedroom Private Pool Villa,Menginap 1 malam pada Juni 2024,"7,6",Ok good,Diulas pada 05 Juli 2024
linda,Indonesia,Vila Dua Kamar Tidur dengan Kolam Renang,Menginap 2 malam pada April 2024,"10,0",semua oke,Diulas pada 15 April 2024
Yani,Indonesia,Vila Dua Kamar Tidur dengan Kolam Renang,Menginap 2 malam pada Agustus 2022,"9,6","Agak takut awalnya karena harganya yg murah. Tapi ternyata worthed bgt! Bagus villanya, staffnya keren, ramah, baik lah. Satu aja kekurangannya, lokasinya agak jauh ke mana2. Klo suka yg tenang cocok bgt lah nih villa. Well done!! Thank you so much yah 🫶🫶",Diulas pada 06 Agustus 2022
MEITY,Indonesia,Vila Tiga Kamar Tidur,Menginap 1 malam pada Mei 2022,"9,6","Lokasi agak jauh dari jalan besar. Cocok untuk beristirahat dari rutinitas kerja. Disarankan membawa snacks karena tidak ada minimarket. Order makanan untuk kedepannya lebih flexible karena jam ordernya mulai jam 7 pagi - 10 malam. Saya order brakfast dari malam hari untuk jam 7 pagi besoknya, baru diantar hampir jam 8 pagi! Overall staff ramah,kebersihan villa sangat baik. Very recommended villa!!!",Diulas pada 29 Mei 2022
meida,Indonesia,Vila Dua Kamar Tidur dengan Kolam Renang,Menginap 2 malam pada Mei 2022,"9,2","saya suka kmr mandi luas, lengkap, bersih dan berfungsi baik, walau akses msk agak jauh tapi ok dgn view persawahan hijau dan segar, rekomended vila ini👍",Diulas pada 24 Mei 2022
emil,Indonesia,Vila Dua Kamar Tidur dengan Kolam Renang,Menginap 1 malam pada Mei 2022,"8,8","Sangat rekomen untuk keuarga / pasangan buat stay disini , nyaman dan tenang untuk makanan juga enak 👍👍👍",Diulas pada 22 Mei 2022
Suta,Indonesia,Vila 1 Kamar Tidur dengan Kolam Renang,Menginap 1 malam pada September 2021,"10,0",Sangat nyaman dan puas,Diulas pada 26 September 2021
WISNU,Indonesia,Vila 1 Kamar Tidur dengan Kolam Renang,Menginap 1 malam pada Agustus 2020,"10,0","Di kala pandemi ini, sangat rekomended skali stay disini, protokol kesehatan sangat bagus dan villanya cantik sekali",Diulas pada 22 Agustus 2020
Samarkand,Kuwait,Deluxe One Bedroom Private Pool Villa,Menginap 4 malam pada Agustus 2024,"8,4","If you’re looking for a peace and quiet, I will definitely recommend this place for you, but it’s downside is no Wi-Fi or easy transportation to the center You have to have your own driver or order your transportation from the hotel which costs more.. But I enjoyed peace and quiet with the beautiful pool and the sounds of frogs and the quietness and the beauty of nature",Diulas pada 21 Juni 2025
Tushar,India,Vila Dua Kamar Tidur dengan Kolam Renang,Menginap 2 malam pada Juni 2024,"7,6",If you like Isolation then this is the place to be within the nature. This resort is located far away from Ubud market so be thoughtful while booking. Secondly this resort don’t have their own Car service they do call locals and get car for us. When it rains these cars don’t come that is something we experienced. Lastly since this location is very far from center don’t expect Grab to deliver anything immediately.,Diulas pada 14 Juni 2024
Mutia,Singapura,Vila Tiga Kamar Tidur,Menginap 4 malam pada Juni 2023,"8,0","We love our stay in Daun Lebar Villa Ubud. Nice view of rice field surrounding the villa. We stay 4nights at the 3bedrooms villa. The staffs are great and super accomodating. Recommended!!!

Tips: try to reach the villa before sunset, as the road going there is dark with minimum road light so if you are driving there in the night, need to be very careful.",Diulas pada 14 Juni 2023
januar,Indonesia,Vila Dua Kamar Tidur dengan Kolam Renang,Menginap 2 malam pada Desember 2025,"8,8",i have enjoy to stay at your hotel overall the service is good and the accomodation is good and the staff its great . but the last day of my stay i have some trouble with the water even the staff can handle but its take to long to enjoy my shower at the time because we most check out . there is only little bit problem with the water system but overall i enjoy to stay at your property,Diulas pada 31 Desember 2025
BMD,Indonesia,Vila 1 Kamar Tidur dengan Kolam Renang,Menginap 1 malam pada Juli 2025,"8,0",Good for calm... But location quite far.. Good service,Diulas pada 16 Juli 2025
wan,Malaysia,Vila 1 Kamar Tidur dengan Kolam Renang,Menginap 1 malam pada Agustus 2024,"10,0",Good place to stay,Diulas pada 07 Juli 2025
Shubham,India,Deluxe One Bedroom Private Pool Villa,Menginap 2 malam pada Maret 2025,"9,2",It was a good stay but a little offbeat,Diulas pada 08 Mei 2025
Ramaraju,India,Vila Dua Kamar Tidur dengan Kolam Renang,Menginap 1 malam pada April 2025,"6,0","This is bit far from the city, but I was expected some facility for transport like rent for bike or car. But here is no service for rent for bike and for car it is too expensive and they are not allowing for external service also which was faced issues",Diulas pada 20 April 2025
Ronakh,India,Vila 1 Kamar Tidur dengan Kolam Renang,Menginap 2 malam pada Februari 2025,"8,8",Good place to relax and stay l😁,Diulas pada 25 Februari 2025
Akram,Korea Selatan,Vila Dua Kamar Tidur dengan Kolam Renang,Menginap 2 malam pada Februari 2025,"8,4","Good villa but its forest and far from the sea , markeet 🤗",Diulas pada 25 Februari 2025
TAY,Malaysia,Vila Tiga Kamar Tidur,Menginap 3 malam pada Januari 2025,"10,0",Relax to stay here with family members.,Diulas pada 24 Februari 2025
You,Belanda,Deluxe One Bedroom Private Pool Villa,Menginap 2 malam pada Februari 2025,"10,0",Very nice room and pool,Diulas pada 04 Februari 2025
Hang,Singapura,Vila Dua Kamar Tidur dengan Kolam Renang,Menginap 3 malam pada Desember 2024,"5,2",Towel and bedsheet is smelly. The staff is good and friendly. But I will not recommend as the place are too isolated. No shop nearby.,Diulas pada 12 Desember 2024
Sahil,India,Deluxe One Bedroom Private Pool Villa,Menginap 2 malam pada November 2024,"4,8","Location is very far from centre, very hard to find Gojek & grab.
No basic amenities provided.
No phone service in room you have to WhatsApp them if you need any help.
Service very slow.
Frog and insects voice inside villa in night.
Not much options for vegetation in restaurant.
Ac water coming inside room.",Diulas pada 26 November 2024
nayan,India,Vila 1 Kamar Tidur dengan Kolam Renang,Menginap 2 malam pada Juli 2024,"10,0",We stayed for 2 days and was absolutely wonderful property gives you a whole villa with private living room and pool absolutely wonderful service and the food there is real good,Diulas pada 22 November 2024
Hiếu,Australia,Deluxe One Bedroom Private Pool Villa,Menginap 3 malam pada November 2024,"4,4","We came from Australian, we had bad time in here. The villa’s very far from Ubud, the reception staff she told they have a free service transport to ubud. I booked villa 2 nights but no transport service, I ask them and they booked locally drive from villa to ubud 224. 000/way.We checked the price on grab app only 150-170/ way, villa’s not allown pick up in there. We hadn’t more option, we booked return locally transport, he waited us in Ubud but he was unhappy and always ask how long can go back? I complanted him I hope they can check service. I don’t like food at villa, bad service. The wifi’s shit because long on way. Never back this villa again.",Diulas pada 21 November 2024
Rendy,Indonesia,Vila 1 Kamar Tidur dengan Kolam Renang,Menginap 2 malam pada November 2024,"6,4","The property offers spacious rooms, perfect for family with young children. However, the location, cleanliness , staff, service and facilities were average. Need some improvements in this areas.",Diulas pada 18 November 2024
sham,Malaysia,Vila Tiga Kamar Tidur,Menginap 1 malam pada November 2024,"8,0",Good and best,Diulas pada 16 November 2024
Fatini,Malaysia,Vila Tiga Kamar Tidur,Menginap 2 malam pada Februari 2024,"7,2","I can confidently say this place offers great value for money! While the location is in a village, I really enjoyed the vibes. I would love to come back, especially since the pool was quite large and the pantry spacious. Overall, a fantastic experience!",Diulas pada 24 September 2024
nur,Malaysia,Deluxe One Bedroom Private Pool Villa,Menginap 1 malam pada September 2024,"8,4",Room romantic nice for couple. But pool not clean,Diulas pada 17 September 2024
Anindya,Indonesia,Vila 1 Kamar Tidur dengan Kolam Renang,Menginap 2 malam pada Oktober 2023,"7,2",Lokasinya pedesaan sangat tenang. Cocok untuk yang sedang cari ketenangan jauh dari keramaian kota. Tempat bersih dan masih baru.,Diulas pada 16 September 2024
shabrina,Indonesia,Vila 1 Kamar Tidur dengan Kolam Renang,Menginap 1 malam pada September 2024,"7,2",Nice place to stay with family. In the morning toilet smells bad from sink maybe. No hairdryer. Breakfast standard.,Diulas pada 14 September 2024
marwan,Mesir,Deluxe One Bedroom Private Pool Villa,Menginap 1 malam pada September 2024,"10,0",Very clean,Diulas pada 11 September 2024
Jignesh,Inggris,Vila Dua Kamar Tidur dengan Kolam Renang,Menginap 6 malam pada Agustus 2024,"2,8","When we book Villa, they mentioned that there is a full kitchen in the details of facility they provide.
Nothing provided except 4 plates, a sink and storage.

NO microwave, NO gas, NO dishwasher, NO cutlery, NO cooking utensils.",Diulas pada 04 September 2024
Jignesh,Inggris,Vila Tiga Kamar Tidur,Menginap 7 malam pada Agustus 2024,"3,2","When we book Villa, they mentioned that there is a full kitchen in the details of facility they provide.
Nothing provided except 4 plates, a sink and storage.

NO microwave, NO gas, NO dishwasher, NO cutlery, NO cooking utensils.",Diulas pada 04 September 2024
SITI,Malaysia,Vila Dua Kamar Tidur dengan Kolam Renang,Menginap 2 malam pada Februari 2024,"10,0",I really love staying here,Diulas pada 04 September 2024
Faridah,Singapura,Vila Dua Kamar Tidur dengan Kolam Renang,Menginap 2 malam pada September 2023,"8,0","A different and unique experience. 
Quite in through the plantations.... Great rooms and stay...Lovely breakfast with great service!  we enjoyed out stay....",Diulas pada 03 September 2024
priya,India,Vila Dua Kamar Tidur dengan Kolam Renang,Menginap 3 malam pada Agustus 2024,"9,2",Good stay,Diulas pada 16 Agustus 2024
Farzana,Malaysia,Vila Dua Kamar Tidur dengan Kolam Renang,Menginap 1 malam pada Januari 2024,"10,0",Their villa are spacious and clean,Diulas pada 16 Agustus 2024
Mohamed,Uni Emirat Arab,Vila 1 Kamar Tidur dengan Kolam Renang,Menginap 1 malam pada April 2024,"7,6",Worth to stay,Diulas pada 16 Agustus 2024
Waratchaya,Thailand,Vila Dua Kamar Tidur dengan Kolam Renang,Menginap 3 malam pada Juli 2024,"7,2","The design of the room is very nice, the pool villa is big enough. Something need to be improved such as no shower cap, no slippers, no umbrellas in the room. Hair dryer has to be borrowed from the reception, which is funny for this price of hotel. Just be careful that when the cook is changed, the same menu of food can be very different. But they nicely canceled the food for us.",Diulas pada 29 Juli 2024
Edy,Indonesia,Vila Tiga Kamar Tidur,Menginap 1 malam pada Juli 2024,"5,2","Breakfast sangat minim, extrabed tidak tersedia, fasilitas hny kolam renang kecil , tv tdk ada channel .",Diulas pada 23 Juli 2024
Christiani,Indonesia,Vila 1 Kamar Tidur dengan Kolam Renang,Menginap 1 malam pada Juni 2024,"9,2","Kesini untuk honeymoon, rasa makanan standar, room nya bagus dan luar serta benar2 private. Sayang pool nya kurang bersih, jd kami tdk jadi bermain di pool.",Diulas pada 22 Juli 2024
Raed,Uni Emirat Arab,Vila 1 Kamar Tidur dengan Kolam Renang,Menginap 3 malam pada Juli 2024,"9,6",G,Diulas pada 21 Juli 2024
Luvena,Indonesia,Vila 1 Kamar Tidur dengan Kolam Renang,Menginap 1 malam pada Juli 2024,"10,0","Bersih, tenang, refresh
Air kolam nya aja dingin banget hehe",Diulas pada 18 Juli 2024
lim,Malaysia,Vila Tiga Kamar Tidur,Menginap 1 malam pada Juli 2024,"10,0","The whole environment here is so so so good until we dont wanna check out from this heaven. The only letdown is the mosquitoes, otherswise its near to perfect",Diulas pada 12 Juli 2024
Caroline,Indonesia,Vila 1 Kamar Tidur dengan Kolam Renang,Menginap 1 malam pada Juni 2024,"9,6","Large room w private pool, very recommended for honeymoon or staycation w family",Diulas pada 23 Juni 2024
sumarnis,Singapura,Vila 1 Kamar Tidur dengan Kolam Renang,Menginap 4 malam pada Juni 2024,"8,4","The place itself is cozy, nature feel & calming. Bt the journey to everywhere is inconvenient, 2 to 3 hrs.. the food wise should have more variety.  Bt overall stay is superb especially the friendly staff.",Diulas pada 22 Juni 2024
foo,Malaysia,Deluxe One Bedroom Private Pool Villa,Menginap 3 malam pada Juni 2024,"3,2","First we staying the first room at the villa, 

1. No privacy :
Our room is infront of the public pool. There's no privacy at all even there's pool inside. There fencing is seeing through and make us close our curtain all the yajne

2. Location is far from city, everywhere need 35mins to 45mins. The road is narrow and dark, dangerous, even grab driver told us he is scared and our driver cancelled out next day due to the dangerous of the road in to the villa. Won't recommend own rent car /bike as the road is hot friendly for tourist who doesn't familiar the road. 

3. No foods nearby 

4. Front desk service is bad, ask to do laundry pick up they never do. Mentioned few request they choose few easy one to answer. They asked  us to communicate via WhatsApp only but the reply is not as promo as it 

5. Don't have door bell, they shout to open the door. Few times got woke up as they calling neighbout 

6. No room service unless request 

7. The private swimming pool is not wellmaintain 

8. Go for expensive spa service but I think the service can be better. The toilet bowl was broken and we were shivering doing the massage during the body scrub session",Diulas pada 17 Juni 2024
Christna,Malaysia,Vila Dua Kamar Tidur dengan Kolam Renang,Menginap 3 malam pada Mei 2024,"3,6","this is my 3rd time staying here.  all previous stays were  pleasant - staff was warm, and rooms were in working condition.
This trip was bad.  after almost a month, they have not emailed me my hotel receipt, which i requested. 
During the stay, the fan was not working and could not find the remote, no hair dryer is provided in the room (basic necessity), staff was not responsive to requests, room floor was dirty, toilets were not properly cleaned.
Not sure what happened . i gave it a bad rating but you could get lucky.
So, it use to be good… this time it was terrible.",Diulas pada 10 Juni 2024
Venkat,Singapura,Vila Dua Kamar Tidur dengan Kolam Renang,Menginap 3 malam pada Juni 2024,"6,4","It's way too far for everything, villa  and pool are first class, as it's far from the city only option is to have food in resort only. Food is not up to the mark and breakfast options are less and not good.",Diulas pada 09 Juni 2024
shipra,India,Vila 1 Kamar Tidur dengan Kolam Renang,Menginap 2 malam pada Desember 2023,"8,0",Although a bit secluded but that is what Ubud is for. Would not suggest the spa/massages,Diulas pada 05 Juni 2024
Anonim,Malaysia,Vila 1 Kamar Tidur dengan Kolam Renang,Menginap 3 malam pada Mei 2024,"10,0","Worth the stay
Calming and relax",Diulas pada 29 Mei 2024
Parameswaran,India,Vila Tiga Kamar Tidur,Menginap 3 malam pada Mei 2024,"8,4","Expect for location, all other aspects are good. Friendly staffs, who had accommodated our early breakfast request. With kids, they did few customisations as well since we were pure veg. Individual villa rooms with private pool. Worth staying for a relaxed trip.",Diulas pada 15 Mei 2024
Noraini,Malaysia,Deluxe One Bedroom Private Pool Villa,Menginap 3 malam pada Mei 2024,"9,6",Very nice and clean villa with good hospitality,Diulas pada 08 Mei 2024
Muskan,India,Vila Dua Kamar Tidur dengan Kolam Renang,Menginap 4 malam pada April 2024,"3,2",The staff did not do anything to help me thr air conditioning and they me to check out If my AC wasn't working,Diulas pada 01 Mei 2024
Odonchimeg,Indonesia,Vila Dua Kamar Tidur dengan Kolam Renang,Menginap 2 malam pada April 2024,"10,0",It was very beautiful and relaxing experience.  Place is located in the middle of the village and if you are looking for quite and peaceful environment then it is definitely the spot.  Food was excellent! The only thing was little bit disappointing was the massage service.,Diulas pada 24 April 2024
Fern,Malaysia,Vila Tiga Kamar Tidur,Menginap 4 malam pada April 2024,"3,6",The location is almost 2hours away from airport. 1hour to kintamani. 1.5hours-2hours to Kuta/Ubud. Road to resort is small and dark at night and no food nearby except villa restaurant.?,Diulas pada 22 April 2024
Yen,Indonesia,Vila Tiga Kamar Tidur,Menginap 2 malam pada April 2024,"6,8",Good for silence and tranquil vacation with kids. Location is far from central ubud,Diulas pada 04 April 2024
Yuly,Kolombia,Vila 1 Kamar Tidur dengan Kolam Renang,Menginap 3 malam pada Maret 2024,"10,0","Stunning and quiet place, really clean and the staff was amazing",Diulas pada 31 Maret 2024
Sandeepkumar,Australia,Vila Dua Kamar Tidur dengan Kolam Renang,Menginap 5 malam pada Maret 2024,"4,0","We booked seeing how the price was lower compared to other properties in Ubud. We thought because we have a car it should be ok however, I was very wrong. The drive alone to Ubud centre is around 30 min. The road are extremely narrow and hilly. 

The ladies staff knew what they were doing. They were welcoming. But out experience with the male receptionist wasn't great.  He treated us like 3rd class citizens, after bringing this up with him and criticizing his behaviour he doubled down  and suddenly become ""nice"". 

Food wasn't too bad. But there was 21% TAX. Just too much. And the massage was expensive and has 23% tax.  We weren't charged this much with our stay in Seminyak.  

Wouldn't be staying here again. 

I would advice travellers to do their due diligence before booking anywhere.  Photos are not all what they seem.",Diulas pada 31 Maret 2024
Dipesh,India,Vila 1 Kamar Tidur dengan Kolam Renang,Menginap 2 malam pada Maret 2024,"4,8","The rooms were good, but need better management and rooms should have been much more cleaner and better managed.",Diulas pada 25 Maret 2024
Jesse,Jepang,Vila Dua Kamar Tidur dengan Kolam Renang,Menginap 3 malam pada Desember 2023,"5,2",The locations is away from all amenities.  The rooms provide a great private place for the family,Diulas pada 22 Maret 2024
Muhammad,Indonesia,Vila 1 Kamar Tidur dengan Kolam Renang,Menginap 1 malam pada Maret 2024,"9,2",overall recommended hanya lokasi saja yang agak jauh dan jalannya kecil,Diulas pada 22 Maret 2024
Bimal,Australia,Vila 1 Kamar Tidur dengan Kolam Renang,Menginap 2 malam pada Maret 2024,"9,2","Location is bit isolated from Ubud city, however can experience local Balinise experience and country side communities. All are welcoming and humble with us. Definitely would recommend someone who like calm and quiet and nature lover.",Diulas pada 14 Maret 2024
jill,Indonesia,Vila Dua Kamar Tidur dengan Kolam Renang,Menginap 2 malam pada Maret 2024,"8,8","Lokasi cukup jauh dr jalan utama, tapi suasananya tenang, sejuk, asri, private pool tdk trll besar tp ok lah, tv hanya ada di luar di ruang duduk, ada dapur tapi tidak ada peralatan masak, kamar tidur nyaman, kamar mandi utama luas.",Diulas pada 12 Maret 2024
Faziatul,Malaysia,Vila Dua Kamar Tidur dengan Kolam Renang,Menginap 1 malam pada Maret 2024,"9,6",We had to check out earlier (5am) because we had a plan to nusa penida so they give us a breakfast box to exchange with our free breakfast that supposedly start at 7am. And they have a very helpful staff⭐️⭐️⭐️⭐️👍👍,Diulas pada 11 Maret 2024
Sazarin,Singapura,Deluxe One Bedroom Private Pool Villa,Menginap 3 malam pada Maret 2024,"10,0",The very best vacation i ever had. The serenity and surrounding paddy field provided me with the best rest that i really need.,Diulas pada 06 Maret 2024
cecilia,Indonesia,Vila 1 Kamar Tidur dengan Kolam Renang,Menginap 2 malam pada November 2023,"9,6","Villa bersih, staff ramah, lokasi cukup oke, untuk yang cari lokasi healing ini cocok sekali. Privacy terjaga baik",Diulas pada 04 Maret 2024
Ray,Singapura,Vila Tiga Kamar Tidur,Menginap 2 malam pada Oktober 2023,"9,6",Clean and very hospitable staff. Had a really pleasant stay here.,Diulas pada 03 Maret 2024
Amlan,Singapura,Vila 1 Kamar Tidur dengan Kolam Renang,Menginap 1 malam pada Desember 2023,"8,0","Was a decent stay but u do get insects at night, the pillowcase was not changed had previous guest make up and lipstick marks.",Diulas pada 20 Februari 2024
Nirvana,Australia,Vila Dua Kamar Tidur dengan Kolam Renang,Menginap 2 malam pada Februari 2024,"2,8","Room was not clean .....fill with bug, someone cut nail inside the room, sheet was dirty....staff not friendly.....cat ate our food....pool area was broken",Diulas pada 18 Februari 2024
Hendi,Indonesia,Vila 1 Kamar Tidur dengan Kolam Renang,Menginap 2 malam pada Januari 2024,"10,0","First! the bathroom is very spacious! Ah, I really enjoyed it when I stayed here! nice!",Diulas pada 16 Februari 2024
Meilisa,Indonesia,Vila Dua Kamar Tidur dengan Kolam Renang,Menginap 2 malam pada Februari 2024,"10,0",Ok,Diulas pada 10 Februari 2024
Arpita,India,Vila 1 Kamar Tidur dengan Kolam Renang,Menginap 3 malam pada Januari 2024,"7,2","The location of the villa is bit far but if you want peace, privacy then this will be the right place for you. It’s in north ubud basically. First 3 days of my bali trip I stayed here. There will be some communication problem if you don’t know indonesian language, they understood english very little.",Diulas pada 31 Januari 2024
I,Indonesia,Vila Dua Kamar Tidur dengan Kolam Renang,Menginap 1 malam pada Januari 2024,"9,6",clean and great staff,Diulas pada 29 Januari 2024
